,airline_sentiment,sentiment_confidence,text,char_length,word_count
10484,positive,0.6531, no problem  he was the only person in the airport who would help ,79,16
10485,neutral,1.0, okee doke,20,3
10486,positive,0.6879, thank you! its #  from bwi keep seeing different stats from delayed to awaiting take off to delayed,120,20
10487,positive,0.6934, nick on flight  was awesome please reward him in some way!!! he has kept us smiling on a bad day of travel #customerservice,139,25
10488,negative,1.0, i was told a return call by a human,48,10
10489,negative,0.7118, guys i need help my reservations tried calling and im told to call late flightr please help me here,114,20
10490,positive,0.6363, sitting on a plane in philadelphia for over  minutes waiting just to get off the plane great service!,115,20
10491,negative,1.0,  cancelled flighted flight due to weather no problem but wait for luggage for  hours?? it must be delivered!!,133,21
10492,negative,1.0, comin in clutch and sending me to charlotte then home i h u  except for wayne u a real g #thankjesus #thankme,135,24
10493,neutral,0.6665, this very pregnant ladys hoping praying hubbys flight from bwi gets off the ground! id like him to get here before baby does!,143,24
10494,neutral,0.6947, ok thanks,20,3
10495,negative,1.0, every time i try the line is disconnected bc the system says you have too many calls glad your screw up matters so much to you,140,27
10496,negative,1.0, another hour gone  they sit with more snow on them! seriously?! ,103,14
10497,negative,1.0, already did i travel for a living no help at all that it will take  weeks for any repair and i have to pay to ship to tx,138,30
10498,negative,1.0, we did  said to open one with you too,63,11
10499,negative,0.6849, be found when he checks in now no info please dm me and help me fix this now ,99,20
10500,negative,1.0, to a booked hotel for the night so i had to find him a room at midnight then say his bags will be on the plane but cant ,139,30
10501,negative,1.0, this is ridiculous you delayed my husbands flights  made him miss his connection told him to leave his bags sent him ,142,24
10502,negative,1.0, been tweeting with the team at  who informed me that the problem is that you never sent his bags to them yesterday,138,24
10503,negative,0.6602, can you tell me what the policy is for preboarding with small children? is that still a thing?,106,19
10504,negative,1.0, your baggage system has hung up on me twice because you have too many callers i need to find my husbands  bags,136,24
10505,negative,1.0, havent eaten all day either so lemme get that cc# so i can buy a burger across from the terminal  #dobetter ,135,23
10506,negative,1.0, looking forward to waiting on hold for  hrs to reschedule my flight  bunch of idiots work for this airline,120,21
10507,positive,1.0,  big thank you to your ticketing agent ute v at dulleswashington for outstanding guest service to get me rebooked,125,20
10508,negative,1.0, you guys straight up suck ass,40,7
10509,negative,1.0, still effin waiting not weather delays not engine trouble but lack of crew?  are you shitting me?,113,18
10510,positive,1.0, i love you guys!!!,29,5
10511,negative,0.6667,   my miles will expire on  and it could take someone  days to respondi have over  miles that i do not lose iusair,140,26
10512,negative,1.0, i have been trying all week to book a multi city award trip cant book online im told to call back some other time what?!?,137,26
10513,negative,0.6526, what am i paying you  for?   fly the damn plane!  not one announcement from the crew  let me know how you wanna refund me,138,26
10514,negative,1.0, beg to differ  things booked wrong and still not fixed get your act together! #usairsucks,104,17
10515,neutral,0.6995, cant control weatherflight attendantcan control thisgreen acu bag  hrs  counting! yep thats me! ,144,17
10516,negative,1.0,  cancelled flightled  sch departure  am wasnt snowing yet and other flights were still leaving #fail,134,19
10517,negative,1.0,  and now your half assed plane is falling apart some one tell my family i love them! #dobetter ,129,20
10518,negative,1.0, is the th circle of hell right after the dmv #noshadetothedmv,74,12
10519,negative,1.0, thanks for the seat that doesnt recline im shocked im not being asked to serve everyone drinks on the plane  #dobetter,134,22
10520,negative,1.0, its been three weeks since i was specifically told i would get a call back from your folks in az should i keep being patient?,138,26
10521,negative,1.0, #unbelievable that for  consecutive days i cant get through to a person  on hold over  hours and still going,123,22
10522,negative,1.0, you are cutting into my pregame time  go  !!!!,70,11
10523,positive,0.6333, cant wait for the trip thanks for getting me there!,64,11
10524,negative,1.0, whats the seat assignment policy? why let us choose a seat only to change it on us two weeks late flightr?,118,22
10525,negative,1.0, yes its february bad weather happens every winter if you guys dont have the business sense to forecast that im at a loss,138,24
10526,negative,1.0, i called twice the recording says that it has being delivered to my apt but it is not here ?,103,21
10527,negative,1.0,  in dont have it on me at the time as i am taking amtrak home how do we call for partial refunds?,110,23
10528,negative,1.0,  hour hold finally cancelled flighted ticket! sticking to   who allow easy online cancelled flightsrefunds! ,159,19
10529,negative,0.6734, hold time to book award travel from gold status  hours and counting!!!!   days of calling #usairwaysfail ,132,21
10530,negative,1.0, now what? you cancelled flightled my flight again are you paying for my hotel?,92,15
10531,positive,1.0, your team member at dca tamara r is her name was awesome you should have more employees like her!,111,20
10532,positive,0.6778, thanks for getting us on ur plane awesome flight attendant who is making us smile after difficult travel #customerservice,134,20
10533,negative,1.0, had baggage lost last night no call from us airways and no bags and nobody answering phone #badcustomersrvice #whereismybag,135,20
10534,negative,0.696, if my flights been cancelled flightled and i cant reach anyone over the phone or ticketing agents safe to assume i wasnt rebooked?,146,24
10535,negative,1.0,  where is my bag ?#sos itis being lost for more than  hours ! #poorcustumerservice,107,17
10536,neutral,1.0, how does flight  look? im hearing about cancelled flightled departures from  and im about to head into it,136,21
10537,negative,0.6919,  is there a way to reserve a veg meal online for a flight to brazil tomorrow? ive been onhold for more than  hour,139,26
10538,negative,1.0, rebooked me after i missed my flightnever called me and i didnt check my email  i cont ,125,19
10539,negative,1.0, #sos where is my bag ?,33,7
10540,negative,1.0, been on hold for  minutes and counting for a month old change fee refund request for a funeral  this is pathetic,127,23
10541,negative,1.0, after  flight cancelled flightlations we finally get a flight get to the gate on time  youve given our seats away? seriously??,145,24
10542,negative,1.0, the american eagle plane youre using for clt to rdu is disgusting! you should be ashamed! #disgusting #ew ,140,20
10543,negative,1.0, undermines the intelligence of customers by ignoring their complaints with their copy and paste canned responses #usairwaysfail,138,18
10544,negative,1.0, providing poor customer service by responding to complaints with a copy and paste template flight unrelate flightd to complaint #usairwaysfail,153,21
10545,negative,1.0, ive been on hold for over   hours  there has to be an easier way to cancelled flightget a refund  ,143,25
10546,negative,1.0, enormous lines at customer service and two agents what kind of service is that  ,115,17
10547,negative,1.0, inexcusable behavior by gate agent sorry isnt enough #flight #clt#bna,87,11
10548,negative,1.0, chose you for a flight with very time sensitive arrival and you drop the ball what gives? clt # good way to lose my business,139,26
10549,negative,1.0, im trying to cancelled flight my flight within the hr window but have been on hold for over an hour is there an alternate # i can dial?,150,29
10550,negative,1.0, ive been on hold for an hour trying to change my flight!!! come on,78,15
10551,negative,1.0, what happens if the flight takes off before we cancelled flight?? thats the issue we dont want to pay because of your inaccessibility!,148,24
10552,negative,1.0, im assisting  he is already rebooked agents rude unhelpful discourteous #frequentflyers appalled unacceptable!!,140,15
10553,negative,1.0,  this is ridiculous at clt  and we missed our connecting flight because of a chuckhole  on runway??  #shameful ,127,20
10554,negative,0.6774, look at that the flight i have been trying to book for  days is gone i guess someone got through thanks! keep up the #failing,140,27
10555,negative,1.0, no one at #clt knows about runway issuesmy inbound flight was only one delayedconnection left without menow im stuck!,135,20
10556,negative,1.0, flight  rude rude rude service! awful,53,8
10557,neutral,1.0, what is contact info to upgrade using advantage miles?,65,10
10558,neutral,0.3713,  what about upgrades?,46,5
10559,negative,1.0, what is with all the cancelled flightlations to pbi? we have pax at dca that have been sent to  different lines between aal and awe help!,150,28
10560,negative,1.0, so i still need to stay on hold? ,66,10
10561,neutral,0.6408, how do you have only  flight into lexington this afternoon with the #  playing a big game tonight?  #dobetter,134,22
10562,negative,1.0,hey  based on the number of retweets and likes on my fb post its nice to know im not alone in my frustrations with you guys!,137,27
10563,negative,1.0, seems to be the only airline without a dedicated line for status members,83,14
10564,neutral,1.0, flight  nuw arrives at  following flight from  ,107,12
10565,negative,1.0, i just learned that although there is travel policy and they waive the change feeyou will still be charged a  reservation fee,140,24
10566,positive,0.6888, stars aligned connecting flight was delayed into clt made it! thanks glad to know someone is listening time for  in mobay!,140,23
10567,negative,0.636, if one with  why cant you use american miles????,72,11
10568,negative,0.6523, why cant sapphire members reach anyone on the phone?,63,10
10569,negative,1.0, gold desk quoting me  to rebook due to weather can buy first seat on same flight for  why? on hold for  mins now,136,27
10570,negative,1.0,  be prepared for  hours hold times,62,9
10571,negative,1.0, sadly your words dont represent your companys actions talk is cheap,82,12
10572,negative,1.0, trying to cancelled flight a flight urgentlyget hung up on twice??? sweet refund policy,101,15
10573,negative,1.0,  sean  keep in mind if you callplan on being on hold for  hours,90,17
10574,neutral,0.6657,  what is your policy regarding largesize passengers who cannot fit into a single coach class seat?,111,18
10575,negative,1.0, owen f at dca gate  #rude,42,8
10576,negative,1.0,  ! the worst in customer service  ! calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,138,20
10577,negative,1.0, on hold for  minutes  counting to cancelled flight reservation booked within  hours  can i do it here? conf code fdk  xzmscw,150,27
10578,negative,0.691,  thanks for the  hour flight from pit to phx with zero entertainment guess why i have a quarter million  miles on delta,135,26
10579,negative,1.0, i get extended hold times due to the weatherbut  hours on hold and counting help!!,104,17
10580,negative,0.6764, official time of call  hours  minutes but must add for  minutes your reservation agent was extremely professional and helpful,140,23
10581,negative,1.0,  im currently missing a basketball game due to your lost bag policy #terribleservice #wheresmyrefund,113,16
10582,negative,1.0, your flight attendants are all jerks ,49,8
10583,negative,1.0, easily the most ridiculous experience trying to spend money with your company,89,13
10584,negative,1.0, was told it was a software bug told to call back this am  now your system is too busy to handle any calls this am  clown shoes,140,28
10585,negative,1.0,  been on hold with reservations for over  min already! #worstairline,82,13
10586,negative,1.0, now the rd issue with the plane is a fuel leak they will let us know soon what they decide #getmeoffthisplane #ineedabeer,135,23
10587,negative,1.0,  my friend has been on hold for  hours and still counting!,84,14
10588,neutral,1.0, does anyone know the hold times for usairways reservations?,70,10
10589,negative,1.0, flight  dca to clt stuck waiting on clt atc cmon #faa missing flt  clt to mbj hope you can rebook me! ?,125,25
10590,negative,1.0, when trying to checkin online it says to callnow ive been on hold for  hourswhat to do?,108,19
10591,negative,1.0, how long are you going make us sit in this plane while they repair it? could i at least get a beer???,112,23
10592,negative,1.0, ive been on hold for approaching  hrs for an issue when i changed my ticket online frustrating,109,19
10593,negative,1.0, on hold for hr min not willing to hang in there as long as   answered in  min u are not  yet,137,26
10594,neutral,0.6117, whats the point of email stating i didnt get bumped to st class? i know im not in first class i booked the regular ticket,137,26
10595,negative,1.0,  hours and  minutes just want to know im still in the queue,77,15
10596,negative,1.0, check in at st louis is so rude even the tsa is nicer than them,77,16
10597,negative,1.0, so disappointed least you could do is give us access to admirals club for an hour before our flight to our wedding!,127,23
10598,negative,1.0, paid to upgrade to first class went up to admirals club at phx airport to be turned away because our flight is to cun and not mc,140,28
10599,negative,1.0, can you please post wait timehave been on hold for two hours,72,13
10600,negative,1.0, saying my friend missed her flight when she clearly sat next to me on the plane  now youre cancelled flighting her flight home wtf!?,151,26
10601,negative,1.0, or is anyone even responding to social media? awful,63,10
10602,positive,1.0, a big thanks to the gate agent fltkeeping us informed of the delay#greatcustomerservice,104,14
10603,negative,1.0, im on vacation this is the last thing i want to be doing is anyone even answering the phone?,106,20
10604,negative,1.0, i fucking hate your customer service ive been on hold all morning trying to figure out why you cancelled flighted my flight,137,23
10605,negative,1.0, dca to rsw at am cancelled flightled  rebook to charlotte cancelled flightled  can we rebook selves online???,126,18
10606,negative,0.6596, how do i find an email address regarding reativation of dividend miles nothing on website,101,16
10607,negative,1.0, baggage drop at phl bc is incredibly backed up unacceptable service,82,12
10608,neutral,0.6947, were glad to hear it out of curiosity what causes such flight patterns?,85,14
10609,negative,1.0, trying  fly frm dca to srq to visit a family member in hospice but  was cancelled flightled can someone assist me?,131,24
10610,negative,1.0, i dont want a reservation change just adding a service am going public with this to get help,107,19
10611,negative,1.0,all followers please note that  is not taking customer service calls nor responding by helping via soc media #dontflyusairways,138,20
10612,negative,1.0, your checkin at  is a #shitshow and the agent behind the counter who tried to send me to the wrong destinationrude!,139,23
10613,negative,1.0, sitting on the runway at phl for the last  min because the correct weights for the flight arent in the system? #jobfail,133,24
10614,neutral,0.3476, so no idea? thanks,32,5
10615,negative,1.0, any guesstimate on hold times? cant change my flight online at  mins and counting,99,16
10616,negative,1.0, trying to change my flight due to nyc travel advisory your online system cancelled flighted my entire flight been on hold for over  hr,150,26
10617,negative,1.0, yes but the manner with which it was done was harsh for those affected already checked in no remorse weak alternatives,134,22
10618,positive,0.6729, ok thank you,24,4
10619,negative,1.0, told to work it out ourselves #joke #fail,52,9
10620,negative,1.0, incapable of seating a yo and mom together toddler in his own row #fail ,89,16
10621,negative,1.0, bumping people off a flight ten minutes before takeoff because the flight is overbooked #fail,104,16
10622,negative,1.0, you call this a window seat? #airbusseatfproblems ,88,9
10623,negative,0.6739, is there a number to call to modify reservation  please help very frustrating with american and us air merger,122,20
10624,negative,1.0, youve completely ruined a pro athletes ability to prepare for a race now you wont help him get the bike he needs to the dr?!,139,26
10625,negative,1.0, cool now  has been told you cant reroute his bags after he was told to leave them last night he needs them to race,140,26
10626,negative,1.0, quick lets board a plane so that we can sit on runway for  hours #clockwork #scareways #neverfails ,121,20
10627,negative,1.0, also get excited because hes going to be unable to contact you all from his destination so you get to talk to me,128,24
10628,negative,0.6246, flight  fracat did some odd zigzagging movements over frankfurtis everything ok?,101,14
10629,negative,1.0, its pretty hilarious that you want  to finish his awful experience before doing something make it right now,132,20
10630,negative,1.0, u would think if u were going to cancelled flight my flight youd rebook our seats to something other than the last row #usairwaysfail,147,25
10631,negative,1.0, no online clearly states i can not it says to call res i already explained that,93,17
10632,negative,0.6622, dealing w fam emergency was told was rebooked this am to aa flight  out of ord and now its not in system need help asap,138,27
10633,positive,1.0, got it thanks!,26,4
10634,negative,0.68, umm can you define extra time?,44,7
10635,neutral,1.0, international,24,2
10636,negative,1.0, oh yes because i had loads of time running to my connecting flight after you delayed me for about  minutes,123,22
10637,negative,1.0, hey my bag was damaged flying with you yesterday what can i do?,76,14
10638,neutral,0.6872, landed at phoenix but we had to board a flight quickly to vegas so no time at the airport what now?,112,22
10639,neutral,0.6872, i left something on a recent flight today who do i contact to retrieve it please? thanks!,101,18
10640,negative,1.0,  flight s four subsequent delays destroyed my travel plans this evening looking to resolve this matter,131,18
10641,negative,1.0, i did at  pm! still no bag,40,9
10642,positive,1.0, just spoke with a representative moved my flight earlier thank you so much for the follow up,106,18
10643,negative,1.0, congrats youve just lost a customer for good when i made a united weather change free min you guys  hrs on hold  ,141,26
10644,negative,1.0, so when was i supposed to call the internet desk? especially since my reservation told me to directly call the main  number?,140,24
10645,negative,1.0, not only did u lose the flight plan! now ur flight crew is faa timed out! thx for havin us sit on the tarmac for an hr! #pathetic,140,29
10646,negative,1.0, ive been on hold for  minutes waiting to talk to someone about my flight tomorrow is there another number to call?,129,23
10647,negative,1.0, you are despicable! the flight plan was lost! now weve been sitting on the tarmac for an hour! its a  min flight!,130,24
10648,positive,1.0, hey guys just want to say i had the best flight ever! thank you so much i fell asleep and actually had a wet dream,127,26
10649,negative,1.0, can you help me update ktn on the profile?  ticket book via aa  that info didnt get pass on  ive been on hold forever,136,26
10650,negative,0.6633, so youre not honoring miles with  that were traveled last year?,82,13
10651,neutral,0.6535, you need to check information regarding hotels shuttles re routing flights delayed flights,104,14
10652,negative,0.6806, i was eventually given a flight to memphis but only after i was taken off my original flight bc i was checked in as my father,136,27
10653,negative,1.0, how the heck does one get the internet desk to authorize a waiver? would that involved being on hold for another hour?,129,23
10654,negative,1.0, so am i supposed to discuss this matter with a computer? #badcustomerservice #airlines #dividendrewards,114,15
10655,negative,1.0, k miles on usair  last four flights not good other airlines much improved billing issues seats legroom in air service,142,21
10656,negative,1.0, it says to call before connecting get song dance about weather weather bad  days? called for  days before #wasteoftime,136,22
10657,negative,1.0, really? tried that alreadygot message not available to do next idea?,81,12
10658,negative,1.0, im glad youre sorry that im homeless for the night makes me feel secure,87,15
10659,negative,0.6946, but in the meantime ill be sleeping on a park bench on dadeland st  thanks guys!,93,17
10660,neutral,0.3664, ah and i was only given one shuttle voucher so if i do ever get back to the airport youll be getting the bill,123,25
10661,negative,1.0, wonder if this misery is considered a damage in a breach of contract lawsuit #lawyerup,97,16
10662,negative,0.6733, but wait! they are booked along with all other hotels nearby i was sent anyway to the hotel managers disbelief,125,21
10663,positive,0.3517, but dont worry! they found a hotel its only min away i got there around pm no problem,109,19
10664,negative,1.0, at which point in told they have sold my voucher because i wasnt fast enough,88,16
10665,negative,1.0, the kind gentleman at the gate tells me to go left to get my hotel voucher at the ticket gate took about min to get there,137,27
10666,negative,1.0, i have a story for you it starts with a two hour delayed flight that makes me miss my connection in miami,118,23
10667,neutral,1.0, no worries i was able to read  entire book while holding #themagicalstranger,103,14
10668,negative,1.0, doing best??? think not lousy way to run an airline why no online way to connect? you be on hold for hrs  then zip,134,26
10669,negative,1.0, flight scheduled for pmtold at am that flight is cancelled flightled after sitting on cold plane for  hours,129,20
10670,negative,1.0, refuses to compensate passengers when inconvenienced and wouldnt even rebook me on another airline #disappointed,125,16
10671,negative,1.0, can you tell me why i waited  mins and then was charged the  phone change fee even tho i wasnt allow to make change online?,140,28
10672,negative,1.0,  your team needs to build capacity,60,8
10673,negative,1.0, i will write cr not sure what good itll do as the customer service i experienced was horrible,107,19
10674,negative,1.0, st x told no travel advisorynow two hrs on hold  disconnected fl from bhm to charlotte to phl wont gohelp!!!,130,22
10675,negative,1.0, made about  calls to usair today to merge of aadvantage dividend miles each time says call back late flightr #timesenough,140,22
10676,negative,1.0, fuck you,20,3
10677,negative,1.0, im dumping this dividend miles card and forgetting your airline exists #ridiculous #theworstairlineever,115,14
10678,negative,1.0, how dirty does the damn plane have to be to take an hour to get the plane cleaned??? refund me my miles #wasteoftime #theworst,139,25
10679,negative,1.0, worst customer service ive ever experienced ill never fly your airline ever again i have to pay to sleep in philly fuck you,140,24
10680,negative,1.0, ever sit on hold and just lose track of time? ,79,12
10681,negative,1.0, us air should be ashamed of this service  on hold for hours? no help from any representative just to reschedule due to weather ?,140,26
10682,negative,1.0, now on hold for an hour so frustrating i suspect you have more operators come in on days like this winclement weather?,132,23
10683,negative,1.0,  the worst! hold time crazy agents horrible no accountability! #usairsucks,88,12
10684,positive,1.0, kudos to robin at  lostfound for reuniting me w my ipad she was delightful to work with!,115,19
10685,negative,1.0, website wont let me change online even though airline issued travel advisory now on hold for  minutes help,123,20
10686,negative,1.0,  you were always my go to what happened?  airbus over boeing and now no customer service?,102,17
10687,negative,1.0, trying to change flight because of airline travel advisory on hold for  mins help!,97,16
10688,neutral,1.0, can you help me add a aadvantage number and known traveler number to a reservation?,94,16
10689,negative,1.0, would be less annoying if road conditions werent getting worse with every min u keep passengers captive for no good reason,135,22
10690,positive,0.6953, experience exceptional service from cherry at #denverairport  #greatservice #professionalism,105,10
10691,negative,1.0, literally the worst flying experience of my life and i have flown a lot,83,15
10692,negative,1.0, i purchased a  upgrade on a flight  weeks ago and you gave it to someone else but i have not received a refund is this sop?,139,29
10693,negative,1.0, figure it out have had  cancelled flightled flights in the past week now coming home  hour delay and cart that pulls plane just broke,149,27
10694,negative,1.0,  minutes on hold no help,37,7
10695,negative,0.6803, transferred x pleeeeeeeease help!,45,5
10696,positive,1.0, me too!,18,3
10697,negative,1.0, flight # treatment of passengers has been atrocious  over  hours delay only to now deplane and given no direction,130,22
10698,neutral,1.0, i have corporatepaid travel in april is it possible to purchase an upgrade to first class now?,107,18
10699,positive,1.0, you can thank supervisor jeanine and her coworkers for the excellent customer service they provided,110,16
10700,negative,0.6785, only sympathy she offered was holding a reservation until monday night thats pretty awesome if you ask me,121,19
10701,negative,1.0, express my disappointment in your reservation department and the treatment of a sailor dealing with a death in the family,132,21
10702,neutral,0.7093, thats who i spoke to already weve already booked another flight wsomeone else thanks for your concern just wanted to,133,21
10703,negative,1.0, talked to supervisor jeanine and she couldnt help me  minutes of talking to her and nothing,107,18
10704,negative,1.0, i thought  was the worst airline but nah you guys are far worse is  the only decent airline out there?,128,23
10705,negative,1.0,   i flew us air for the first time yesterday got propositioned by the flight attendanttrue story!  #creditcardsales,140,19
10706,negative,1.0,  years of naval service and i run the travel department for all my commands,91,16
10707,negative,1.0, us airways website so you double charge people when they book flights now? apparently you have but ive never been booked twice,139,23
10708,negative,0.6632, already tried how about conf # via dm,49,9
10709,negative,1.0, new slogan should be if you dont want to arrive on time pick us,78,15
10710,negative,1.0, you have to be crazy! treated my mom very poorly not happy! #usairwaysfail,86,14
10711,negative,1.0, they werent able to without reflight booking problems and recharging the amount plus  fee for help over phone spoke to  agents  jeanine,157,26
10712,negative,0.663, i will send an email with details late flightr thank you for responding,84,14
10713,negative,1.0, this is the last time i use your airline i promise that!,68,13
10714,negative,0.6386,  did i mention im a silver preferred member and fly every week not always with you and not even a meal voucher?,138,24
10715,negative,0.667, need to change div miles ticket after travel started due to weather advisory told not possible unless flight cancelled flightled anyhelp?,150,22
10716,negative,1.0,  i was supposed to get from fresno to pittsburgh by pm  instead im now not getting in until pm tomorrow,134,22
10717,negative,1.0,  im stuck in the airport in fresno trying to beat the storm to pittsburgh and you guys have offered nothing horrid,140,23
10718,negative,1.0, hello i have a question for you and your phone lines have jammed,75,14
10719,negative,1.0,  u are the worst airline ever figure out the merger #dontmakemegooutside,95,13
10720,negative,0.6735, just to follow up here is my experience ,74,10
10721,negative,1.0,   are incompetent,42,5
10722,negative,1.0, now the next plane had a broken seat!  my row!  another hour delay!  #mad,84,15
10723,negative,1.0, how can i make a purchase you take the money but i dont have a reservationexplain,97,17
10724,neutral,1.0,  are u paying incedentals? #noworstairline,65,7
10725,negative,1.0,  thought u merged but #usairways sucks #worstever ,95,10
10726,positive,1.0, yes i did thank you! they did a great job turning the flight in jan !,80,17
10727,negative,1.0,   hours on hold and issue still not resolved hope to make my flight in  hours for every minute of talk   minutes of hold,139,28
10728,positive,1.0, connection made thanks again this week #daddyshome,63,8
10729,negative,1.0, worst customer service experience ever today get it together,73,10
10730,negative,1.0, i know some folks have to use your airlines but doesnt customer service ever matter? i really hate to complain but its brutal!,139,24
10731,negative,1.0, im on the plane not sure what you mean we are sitting here its just one story of failure after another when i fly you guys,136,27
10732,negative,1.0, still waiting #brokenpromises #notnice #neveragain #tellyourstory,76,7
10733,negative,1.0, your team was just terrifyingly rude to a young mother  her baby trying to check in to a flight from phx to jwa help her out,142,28
10734,negative,1.0, them and ,32,4
10735,negative,1.0, rudest crew member experience! throwing shade and calling out customers #reachingnewlows,100,12
10736,negative,1.0,  terminal e in miami is still the worst most smelly airport ever thanks for nothing,108,17
10737,negative,1.0, i did  was told i asked to many questions bag might still be on flight  should be easy to check when it lands in seattle,142,28
10738,negative,1.0, cancelled flightled our original flight to aruba now on the way home we were told we dont have seats never flying  again,144,24
10739,negative,1.0, here we go again same flight as last week delayed already  mins think the  can leave phl before  am? #waitingagain,138,24
10740,negative,0.6875, its not misjudging its a deliberate strategy seen it multiple times on usair makes staff life easier at expens of passengers,139,22
10741,negative,0.6309,  delayed  need an extra  min to make  would appreciate a little help again this week,108,20
10742,negative,1.0, stuck on tarmac for hour an a half and told longer to go and no hotels available when we land in phoenix #unacceptable #unhappy,138,25
10743,negative,1.0, not happening #worstairlineever also marie burroughs is the worst customer service rep ever #yourairlinesucks,120,15
10744,negative,1.0, technical issues  inefficient computer triage system personality compassion of operators  not sad example of sad company,137,19
10745,negative,1.0, you suck and you ruined my day and my vacation isnt even until june,81,15
10746,negative,0.6715, will do  maybe the prepurchase meal email is because the flight is  min short of  hours so i guess there are none offered,137,26
10747,negative,0.6778, yep check it and my gmail promotions folder regularly ,74,11
10748,neutral,1.0,  is a bag that is   l x w x h  allowed as a carry on?,72,16
10749,negative,0.6522, thanks for nothing,29,4
10750,neutral,0.6577, there is nothing tonight and i am on the flight now with gogo internet is there a way that someone could send me a dm or email?,138,28
10751,negative,1.0,  bad planes   gate changes lots of exercise #travelfail lets hope this plane works im tired,115,19
10752,negative,0.664, good info but am already signed up for all options  none of which sound like they applied to the missing emails,127,22
10753,negative,0.6806, is there not a faster way to get me to columbia sc than making me stay in clt over night after my delayed flight?,124,25
10754,positive,0.6237, thank you,20,3
10755,negative,1.0, and  please get my plane together before i go to jetblue,76,13
10756,negative,1.0, it might have went through no confirmation please wait then same form,85,13
10757,negative,1.0, found the tix# security code not working tried a dozen times,74,12
10758,negative,1.0, nightmarish customer service further to that as an elite member im appalled,91,13
10759,negative,1.0, i have never been given a number for elite for usair only aa i waited for  hours for an answer and by then my seat was gone,138,29
10760,negative,0.6496, if you get my bag from e gate to b gate at the charlotte airport before my  pm flight late flight cause of yall ill ride us for life,147,31
10761,neutral,1.0, its a debit card but i am a dividend member,57,11
10762,negative,0.6522, nothing important to do  why was i told to wait in the  line?  #patiencerunningout,106,16
10763,neutral,1.0, how do i redeem my pass to the admirals club? i have  free visit with my barclay card membership and can i bring a companion?,138,27
10764,neutral,1.0, almost home east coast freeze headed to phl connect avp tgif ,97,13
10765,negative,1.0,  can someone please tell me who i have to talk to #getittogether #findurgrip,99,15
10766,negative,1.0,is it insulting that   offer a non required  voucher as a goodwill offeringat least my bag can fly round trip,137,23
10767,negative,0.6292, there is a travel advis for nyc and phil pa  winter weather but us air hasnt posted one yet can i still change flt wo pen?,139,27
10768,negative,1.0, im trying to request missed mileage and it keeps saying it cant my flight from  then it says call the number,127,23
10769,negative,1.0, flight  my carryon is missingstollen off plane or left at gate worst customer service doesnt seem to be anyones concern,139,22
10770,negative,1.0, how about checking the plane before having everyone board the plane? #pissed,87,13
10771,neutral,0.66, used  get emails  prepurchase a snack and  when time to check in got neither  tomorrows trip do they not get sent now?,139,27
10772,negative,1.0, link didnt work via mobil,38,6
10773,negative,1.0, wishing we had our luggage  days now had to pay our way from st thomas to san juan spent extra  because of this mess up,138,28
10774,neutral,1.0, im not a frequent flyer with us airways im qantas? can i still get notifications? thank you,105,18
10775,negative,1.0, how do i get through?,32,6
10776,negative,1.0,  who runs the show at the airport have a boarding pass says us airways and i have to wait in american line #yousuck,138,25
10777,neutral,1.0, any chance of a travel advisory or dca this weekend?,63,11
10778,positive,1.0, yes thank you appreciate u checking,50,7
10779,negative,1.0, why i cant book a flight to prn through your website?,65,12
10780,negative,1.0, this is ridiculous #planebroken cant wait to board this one home  hours late flightr #neverontime #brutal #paymytab,128,19
10781,neutral,0.689, yes it was sunday,30,5
10782,negative,1.0, since when does a maintenance problem and missing flight crew equal delayed due to weather? im confused since we had sunny skies,140,23
10783,negative,1.0, i keep calling your help line   and it keeps saying they are too busy to help  to call back late flightr for a week now!,150,29
10784,negative,0.6421, who would like to watch the video of how loyal customers are really treated while asking for an explanation for our  hour delay?,140,25
10785,negative,1.0, more lies they said in their email we were delayed due to weather when the sky was clear in the city we were departing,131,25
10786,positive,1.0, im enjoying my flights so far! youre doing a great job todays been tough so thanks for making my flights comfortable,133,22
10787,negative,0.6421, look  has made the right call on cho please evaluate ,94,13
10788,neutral,0.6404, thats not the question question is how do i get past the computer fastest if we both know that the computer cant help me?,136,25
10789,neutral,1.0, if i have dividend miles credit card  i used it to book my flight is one bag free?,98,20
10790,negative,0.6675, have checked all day  cho needs added  please evaluate,68,10
10791,neutral,1.0, hi there i am flying myrcltord tomorrow is weather looking ok or problematic?,90,14
10792,neutral,1.0, can u tell me if  from clt to jan has gotten out of the gate yet?  i will have a tight connection out of clt to mco,131,29
10793,neutral,1.0, please hold us for me need to get home tonight before weather almost there,92,15
10794,neutral,1.0, followed!,20,2
10795,positive,1.0, shavon at customer service desk in charlotte was fantastic! so helpful and smiling evn after what sounds like long dayreward her,140,22
10796,neutral,0.662, have scheduled flight satmorrow choclt cho needs to be added to weather advisory  please evaluate asap,119,17
10797,negative,0.6451, another squashed flight having to share my seat with another passenger is not idea of quality travel,115,18
10798,negative,1.0, look! another apology do not fly ,56,8
10799,negative,1.0, its painful being on hold to you!! really  minutes to change a flight!! ,108,16
10800,negative,0.6755, yep sent my bag to philadelphia instead of miamii caught itthen was told my flight changed to tomorrow wrong again #fail,139,22
10801,neutral,1.0, will shall see in the next couple of minutes,56,10
